File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF493ZGH	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR207PFI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZBED1-human	DNA						2016-02-05	ENCODE				2	2_1						ENCFF445QVI, ENCFF563WQV, ENCFF927EKA	6278467	ENCODE Processing Pipeline	c3e6b8a485e8bd298fa9c2ae32c9ffe3		https://www.encodeproject.org/files/ENCFF493ZGH/@@download/ENCFF493ZGH.bed.gz				released	s3://encode-public/2016/01/27/b8366703-0bbf-4ac1-87f1-2c3f46ed52f8/ENCFF493ZGH.bed.gz	borderline replicate concordance	mismatched status		
ENCFF196ECC	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR207PFI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZBED1-human	DNA						2016-02-05	ENCODE				1, 2	1_1, 2_1						ENCFF445QVI, ENCFF534KZJ, ENCFF563WQV, ENCFF927EKA	7067949	ENCODE Processing Pipeline	84642ffd46d3d8d8d11695770f278b13		https://www.encodeproject.org/files/ENCFF196ECC/@@download/ENCFF196ECC.bed.gz				released	s3://encode-public/2016/01/27/ea132933-d685-4c87-9503-499b8ec88a70/ENCFF196ECC.bed.gz	borderline replicate concordance	mismatched status		
ENCFF965CZF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR207PFI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZBED1-human	DNA						2016-02-05	ENCODE				1, 2	1_1, 2_1						ENCFF183AOM, ENCFF290EGQ, ENCFF641VCR, ENCFF893PGF	6939696	ENCODE Processing Pipeline	0d512286c7257a791cc463627d578bb8		https://www.encodeproject.org/files/ENCFF965CZF/@@download/ENCFF965CZF.bed.gz				released	s3://encode-public/2016/10/24/9867d8e1-4833-4067-a447-8268d64beaa3/ENCFF965CZF.bed.gz	borderline replicate concordance			
ENCFF775QKY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR207PFI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZBED1-human	DNA						2016-02-05	ENCODE				1	1_1						ENCFF183AOM, ENCFF290EGQ, ENCFF641VCR	6590975	ENCODE Processing Pipeline	f204f96d49b1dd6509b93563af2d4151		https://www.encodeproject.org/files/ENCFF775QKY/@@download/ENCFF775QKY.bed.gz				released	s3://encode-public/2016/10/28/344f55ba-f81f-40fb-9c40-396a145c6540/ENCFF775QKY.bed.gz	borderline replicate concordance			
ENCFF907JXH	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR207PFI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZBED1-human	DNA						2016-02-05	ENCODE				1, 2	1_1, 2_1						ENCFF419RSJ, ENCFF775QKY, ENCFF799PZN, ENCFF965CZF	175819	ENCODE Processing Pipeline	d3ed189a54e6aa34f5cf94145c517edc		https://www.encodeproject.org/files/ENCFF907JXH/@@download/ENCFF907JXH.bed.gz				released	s3://encode-public/2016/10/28/036ce571-4e35-417a-b472-b9039a2692d5/ENCFF907JXH.bed.gz	borderline replicate concordance	mismatched status		
ENCFF799PZN	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR207PFI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZBED1-human	DNA						2016-02-05	ENCODE				2	2_1						ENCFF183AOM, ENCFF290EGQ, ENCFF893PGF	6050631	ENCODE Processing Pipeline	016d9a42e5258f51490e7000af1c9b39		https://www.encodeproject.org/files/ENCFF799PZN/@@download/ENCFF799PZN.bed.gz				released	s3://encode-public/2016/10/28/0824329e-87bd-4678-b873-27a5c1b7b86f/ENCFF799PZN.bed.gz	borderline replicate concordance			
ENCFF630FLK	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR207PFI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZBED1-human	DNA						2016-02-05	ENCODE				1, 2	1_1, 2_1						ENCFF419RSJ, ENCFF775QKY, ENCFF799PZN, ENCFF965CZF	264396	ENCODE Processing Pipeline	1307e25bd4c8b822ca0dca5bf395edec		https://www.encodeproject.org/files/ENCFF630FLK/@@download/ENCFF630FLK.bed.gz				released	s3://encode-public/2016/10/28/f3828d79-c5bb-4767-961e-35493dafe191/ENCFF630FLK.bed.gz	borderline replicate concordance	mismatched status		
ENCFF266JBU	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR207PFI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZBED1-human	DNA						2016-02-05	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF196ECC, ENCFF493ZGH, ENCFF846TRX	148381	ENCODE Processing Pipeline	75f8120aab0d90b0c8f68f250e263996		https://www.encodeproject.org/files/ENCFF266JBU/@@download/ENCFF266JBU.bed.gz				released	s3://encode-public/2017/03/05/10543c52-5680-4d11-84eb-f193e6ef9976/ENCFF266JBU.bed.gz	borderline replicate concordance			
ENCFF123WEZ	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR207PFI	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										ZBED1-human	DNA						2016-02-05	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF196ECC, ENCFF493ZGH, ENCFF846TRX	217520	ENCODE Processing Pipeline	6c56ef3935736be7731a0100ba97731f		https://www.encodeproject.org/files/ENCFF123WEZ/@@download/ENCFF123WEZ.bed.gz				released	s3://encode-public/2017/03/05/028280f7-0147-480e-8588-f843cf2807c0/ENCFF123WEZ.bed.gz	borderline replicate concordance			
ENCFF196DNQ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR441VHN	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE				1	1_1						ENCFF666ATR, ENCFF723MRH	6996043	ENCODE Processing Pipeline	2ffb2cedd14f5f1fae7cb765a66d82a3		https://www.encodeproject.org/files/ENCFF196DNQ/@@download/ENCFF196DNQ.bed.gz				released	s3://encode-public/2017/05/12/901a0c6b-8900-4902-abf8-f4fa547e36d2/ENCFF196DNQ.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF018NNF	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR441VHN	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE				1, 2	1_1, 2_1						ENCFF161QAS, ENCFF196DNQ, ENCFF419RSJ, ENCFF928JXU	1284817	ENCODE Processing Pipeline	78c0e4753d04b238fc07e4ebe5a02984		https://www.encodeproject.org/files/ENCFF018NNF/@@download/ENCFF018NNF.bed.gz				released	s3://encode-public/2017/05/12/852564c7-9793-4a66-a394-62f3ffc7ea04/ENCFF018NNF.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking	mismatched status		
ENCFF928JXU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR441VHN	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE				2	2_1						ENCFF106ICW, ENCFF322NTO, ENCFF666ATR	7299325	ENCODE Processing Pipeline	3e67ac88348d8b816a8ca50ab94eeade		https://www.encodeproject.org/files/ENCFF928JXU/@@download/ENCFF928JXU.bed.gz				released	s3://encode-public/2017/05/12/ece7ceb8-aa9e-4a76-af12-17cc671d52cc/ENCFF928JXU.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF161QAS	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR441VHN	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE				1, 2	1_1, 2_1						ENCFF106ICW, ENCFF322NTO, ENCFF666ATR, ENCFF723MRH	7315778	ENCODE Processing Pipeline	3ced11e76e28be3cde77c51cba484ca0		https://www.encodeproject.org/files/ENCFF161QAS/@@download/ENCFF161QAS.bed.gz				released	s3://encode-public/2017/05/12/ad95fe41-e14f-4db4-9130-e7d25f3aab9b/ENCFF161QAS.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF413ANK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR441VHN	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE				1, 2	1_1, 2_1						ENCFF032EMH, ENCFF566BBU, ENCFF592WAL, ENCFF901CND	7205542	ENCODE Processing Pipeline	f41e12ddd3b6c4ee6da2140d0feee1ea		https://www.encodeproject.org/files/ENCFF413ANK/@@download/ENCFF413ANK.bed.gz				released	s3://encode-public/2017/05/12/66f7e4b3-b206-45fe-8f24-e251abbfd8d3/ENCFF413ANK.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF526LHJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR441VHN	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE				1	1_1						ENCFF032EMH, ENCFF901CND	7179543	ENCODE Processing Pipeline	fe18eb06d6f26c1cde22b675086c68d4		https://www.encodeproject.org/files/ENCFF526LHJ/@@download/ENCFF526LHJ.bed.gz				released	s3://encode-public/2017/05/12/a5d82b84-5a0f-48c7-a5a3-045c97091374/ENCFF526LHJ.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF963HCJ	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR441VHN	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE				2	2_1						ENCFF566BBU, ENCFF592WAL, ENCFF901CND	7164736	ENCODE Processing Pipeline	039c388c95fdaa3efb9c4ed44ccee9df		https://www.encodeproject.org/files/ENCFF963HCJ/@@download/ENCFF963HCJ.bed.gz				released	s3://encode-public/2017/05/12/feedd45e-bdfe-4a2f-8257-d9351d4f79ba/ENCFF963HCJ.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF809OOE	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR441VHN	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										IKZF1-human	DNA						2017-05-17	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF413ANK, ENCFF526LHJ, ENCFF963HCJ	1251501	ENCODE Processing Pipeline	9dc6f420639e0a265f3f179b6b42713a		https://www.encodeproject.org/files/ENCFF809OOE/@@download/ENCFF809OOE.bed.gz				released	s3://encode-public/2017/05/12/a4e1b9cd-b9db-4da1-933d-22442313cc94/ENCFF809OOE.bed.gz	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF783BUR	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR746XEG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE				2	2_1						ENCFF322NTO, ENCFF673BXM	5881301	ENCODE Processing Pipeline	b9f167c0b9ce714e6dd1e3bb678257d5		https://www.encodeproject.org/files/ENCFF783BUR/@@download/ENCFF783BUR.bed.gz				released	s3://encode-public/2017/05/12/de30d238-7ea6-455c-9170-7b82a0500d97/ENCFF783BUR.bed.gz	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF467MFZ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR746XEG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE				1, 2	1_1, 2_1						ENCFF419RSJ, ENCFF783BUR, ENCFF834GJB, ENCFF888XOT	72692	ENCODE Processing Pipeline	a409e63d13538a72c550ab8416a294d3		https://www.encodeproject.org/files/ENCFF467MFZ/@@download/ENCFF467MFZ.bed.gz				released	s3://encode-public/2017/05/12/97ab5af0-4e8c-4acf-be98-0c227983c876/ENCFF467MFZ.bed.gz	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking	mismatched status		
ENCFF834GJB	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR746XEG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE				1, 2	1_1, 2_1						ENCFF322NTO, ENCFF622GDZ, ENCFF666ATR, ENCFF673BXM	7111345	ENCODE Processing Pipeline	976a2465f395a5182204c72168c1152b		https://www.encodeproject.org/files/ENCFF834GJB/@@download/ENCFF834GJB.bed.gz				released	s3://encode-public/2017/05/12/80ede663-6410-4d86-8ed1-f9182c4eddac/ENCFF834GJB.bed.gz	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF860IXB	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR746XEG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE				1, 2	1_1, 2_1						ENCFF419RSJ, ENCFF783BUR, ENCFF834GJB, ENCFF888XOT	111070	ENCODE Processing Pipeline	18003142c000a9ddbc9550a252231c5d		https://www.encodeproject.org/files/ENCFF860IXB/@@download/ENCFF860IXB.bed.gz				released	s3://encode-public/2017/05/12/098664f8-ea99-4efd-ae36-921611436214/ENCFF860IXB.bed.gz	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking	mismatched status		
ENCFF888XOT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR746XEG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE				1	1_1						ENCFF622GDZ, ENCFF666ATR	6126274	ENCODE Processing Pipeline	98e2c82fcc8446ecf9f30d4a366aa514		https://www.encodeproject.org/files/ENCFF888XOT/@@download/ENCFF888XOT.bed.gz				released	s3://encode-public/2017/05/12/26d30b4e-f1e5-4d04-a888-9ee5201f8033/ENCFF888XOT.bed.gz	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF763SSU	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR746XEG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE				1	1_1						ENCFF285GPK, ENCFF901CND	6126835	ENCODE Processing Pipeline	dfc477ce4fcf5905d865702a5f6909f6		https://www.encodeproject.org/files/ENCFF763SSU/@@download/ENCFF763SSU.bed.gz				released	s3://encode-public/2017/05/12/38978b49-d81f-47c0-bbab-608c10162b5d/ENCFF763SSU.bed.gz	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF635ZSK	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR746XEG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE				1, 2	1_1, 2_1						ENCFF285GPK, ENCFF592WAL, ENCFF837JGZ, ENCFF901CND	7102530	ENCODE Processing Pipeline	a49bf3fe7dc78f561d83f7129d7982f8		https://www.encodeproject.org/files/ENCFF635ZSK/@@download/ENCFF635ZSK.bed.gz				released	s3://encode-public/2017/05/12/8d12efff-da07-4ffa-9b1a-b4c3db93ca90/ENCFF635ZSK.bed.gz	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF166FRO	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR746XEG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF044ASF, ENCFF635ZSK, ENCFF763SSU	111900	ENCODE Processing Pipeline	ecdcd45712ada557b780b8561c0c71c2		https://www.encodeproject.org/files/ENCFF166FRO/@@download/ENCFF166FRO.bed.gz				released	s3://encode-public/2017/05/12/279cb5bd-afc9-40c1-a8b7-7e5aaae948a8/ENCFF166FRO.bed.gz	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF593EHO	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR746XEG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF044ASF, ENCFF635ZSK, ENCFF763SSU	71564	ENCODE Processing Pipeline	b44f16e0ecc26b10f1184749715aed2d		https://www.encodeproject.org/files/ENCFF593EHO/@@download/ENCFF593EHO.bed.gz				released	s3://encode-public/2017/05/12/bc14236e-8d26-4bf8-927d-ab8b5683adcf/ENCFF593EHO.bed.gz	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF044ASF	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR746XEG	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										NFXL1-human	DNA						2017-05-17	ENCODE				2	2_1						ENCFF592WAL, ENCFF837JGZ	5883861	ENCODE Processing Pipeline	72c233681b4110fc7b0b05c604de3f7f		https://www.encodeproject.org/files/ENCFF044ASF/@@download/ENCFF044ASF.bed.gz				released	s3://encode-public/2017/05/12/f5c1f7a9-78ec-4327-95db-549ccb932ceb/ENCFF044ASF.bed.gz	antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF308RFY	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR342THD	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCLAF1-human	DNA						2017-04-14	ENCODE				1	1_1						ENCFF816IGR, ENCFF901CND	5961135	ENCODE Processing Pipeline	81d93d6c05d0232c271be38ec82ff8fa		https://www.encodeproject.org/files/ENCFF308RFY/@@download/ENCFF308RFY.bed.gz				released	s3://encode-public/2017/04/12/98e88a7a-53a1-450e-968e-472c4a2aa265/ENCFF308RFY.bed.gz	moderate library complexity, antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF747IZZ	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	hg19	ENCSR342THD	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCLAF1-human	DNA						2017-04-14	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF082QVO, ENCFF222GJV, ENCFF308RFY	23586	ENCODE Processing Pipeline	5a2b0ca2ff771fe2ac4eba74d772cf86		https://www.encodeproject.org/files/ENCFF747IZZ/@@download/ENCFF747IZZ.bed.gz				released	s3://encode-public/2017/04/12/58e10d81-95e2-460f-bd75-541329254f24/ENCFF747IZZ.bed.gz	moderate library complexity, antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF015YHT	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	hg19	ENCSR342THD	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCLAF1-human	DNA						2017-04-14	ENCODE				1, 2	1_1, 2_1						ENCFF001TDO, ENCFF082QVO, ENCFF222GJV, ENCFF308RFY	53338	ENCODE Processing Pipeline	a8cfce2cd4f95a90ebe3f1b1704ea0a7		https://www.encodeproject.org/files/ENCFF015YHT/@@download/ENCFF015YHT.bed.gz				released	s3://encode-public/2017/04/12/693a7ad5-169b-4205-9a76-6f476732014c/ENCFF015YHT.bed.gz	moderate library complexity, antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF082QVO	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR342THD	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCLAF1-human	DNA						2017-04-14	ENCODE				1, 2	1_1, 2_1						ENCFF215KGT, ENCFF592WAL, ENCFF816IGR, ENCFF901CND	7109524	ENCODE Processing Pipeline	f861d40af9b09d59255a3cd412273cbe		https://www.encodeproject.org/files/ENCFF082QVO/@@download/ENCFF082QVO.bed.gz				released	s3://encode-public/2017/04/12/d9fe92b3-573f-444b-8a3e-26a88f6236ca/ENCFF082QVO.bed.gz	moderate library complexity, antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF222GJV	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	hg19	ENCSR342THD	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCLAF1-human	DNA						2017-04-14	ENCODE				2	2_1						ENCFF215KGT, ENCFF592WAL	5988641	ENCODE Processing Pipeline	ef43bf68252988f3222d451c9f68c7a5		https://www.encodeproject.org/files/ENCFF222GJV/@@download/ENCFF222GJV.bed.gz				released	s3://encode-public/2017/04/12/1e1acebe-6106-4b87-a005-04cf578fdf32/ENCFF222GJV.bed.gz	moderate library complexity, antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF897EDT	bed narrowPeak	bed	narrowPeak	peaks and background as input for IDR	GRCh38	ENCSR342THD	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCLAF1-human	DNA						2017-04-14	ENCODE				1	1_1						ENCFF427CQP, ENCFF666ATR	5959347	ENCODE Processing Pipeline	aad2d8d22df82be59dfd34a8646f23fe		https://www.encodeproject.org/files/ENCFF897EDT/@@download/ENCFF897EDT.bed.gz				released	s3://encode-public/2017/04/12/031ad418-d683-4c12-b048-dfd96951b30e/ENCFF897EDT.bed.gz	moderate library complexity, antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking			
ENCFF156ZBF	bed narrowPeak	bed	narrowPeak	conservative IDR thresholded peaks	GRCh38	ENCSR342THD	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCLAF1-human	DNA						2017-04-14	ENCODE				1, 2	1_1, 2_1						ENCFF134DSR, ENCFF419RSJ, ENCFF868UEY, ENCFF897EDT	24524	ENCODE Processing Pipeline	4ccd597996767ec09a3a827052a5a8e0		https://www.encodeproject.org/files/ENCFF156ZBF/@@download/ENCFF156ZBF.bed.gz				released	s3://encode-public/2017/04/12/a738563f-4968-496c-a8e7-d94058777fa2/ENCFF156ZBF.bed.gz	moderate library complexity, antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking	mismatched status		
ENCFF381ZDU	bed narrowPeak	bed	narrowPeak	optimal IDR thresholded peaks	GRCh38	ENCSR342THD	ChIP-seq ChIP-seq	EFO:0002784	GM12878	cell line	Homo sapiens										BCLAF1-human	DNA						2017-04-14	ENCODE				1, 2	1_1, 2_1						ENCFF134DSR, ENCFF419RSJ, ENCFF868UEY, ENCFF897EDT	53005	ENCODE Processing Pipeline	45059f90138d40e14c0c5b7302bef7ea		https://www.encodeproject.org/files/ENCFF381ZDU/@@download/ENCFF381ZDU.bed.gz				released	s3://encode-public/2017/04/12/31e979f9-78b8-4bc4-af75-e4cf109e00aa/ENCFF381ZDU.bed.gz	moderate library complexity, antibody characterized with exemption, borderline replicate concordance, mild to moderate bottlenecking	mismatched status		
